rl,asin,name,overview,price,currency,availability,brand,about_item,img_source,description,specifications,primary_category,category_1,category_2,category_3,breadcrumbs
https://www.amazon.in/dp/B097KB3V1G,B097KB3V1G,"HERO CYCLES Sprint Attitude Rigid 24T Single Speed Cycle for Unisex, Frame size - 15.00, steel (Orange)","[{'Bike Type': ' Mountain Bike '}, {'\tAge Range\t': ' Youth '}, {'Brand': ' HERO CYCLES '}, {'\tNumber of Speeds\t': ' 1 '}, {'Colour': ' Orange '}]","8,935.00",INR,Usually dispatched in 3 to 4 days.,Brand: HERO CYCLES,Lightweight,"https://m.media-amazon.com/images/I/51BDSEZwmuS._SS522_.jpg, https://m.media-amazon.com/images/I/51TDxaKR4rS._SS522_.jpg, https://m.media-amazon.com/images/I/51hNA5A6ppS._SS522_.jpg, https://m.media-amazon.com/images/I/411Q2uSqMrS._SS522_.jpg, https://m.media-amazon.com/images/I/41YZJVufkvS._SS522_.jpg, https://m.media-amazon.com/images/I/41zmsNh2-IS._SS522_.jpg, https://m.media-amazon.com/images/I/51Xw0YSBt3S._SS522_.jpg",,,"Sports, Fitness & Outdoors",Cycling,Cycles,Mountain Bikes,"Sports, Fitness & Outdoors | Cycling | Cycles | Mountain Bikes"
https://www.amazon.in/dp/B0B563X9F5,B0B563X9F5,"ARTBUG I Love This World, Travel Wanderlust Personalized/Customised Name Sipper Water Bottle Aluminium 600 ML - Best Happy Birthday/Return Gift for Kids, Name - Jonathan",[],399.00,INR,In stock.,Brand: ARTBUG,"Color: White; Material: Aluminium; Size 600ml; Standard Spill and Leak Proof Cap with Carabiner clip included. | Perfect Size: This bottle is easy to carry, wherever you go, whether through the daily grind at the office, school, gym, hiking, cycling, outdoor picnic, or on your favourite mountain trail. | Personalised Print: Unique Design with your customised name printed on it. | Durable & Premium: Sturdy and attractive, with long lasting digital print. Non Toxic, BPA Free, Environment Friendly, Reusable, Odorless. | Care Instructions: Do not use scrub, mild wash with soap.","https://m.media-amazon.com/images/I/41wudXMEWYL._SS522_.jpg, https://m.media-amazon.com/images/I/41arcNeM7wL._SS522_.jpg, https://m.media-amazon.com/images/I/41etpDafIlL._SS522_.jpg, https://m.media-amazon.com/images/I/51rdYQ101QL._SS522_.jpg, https://m.media-amazon.com/images/I/310JwISkBDL._SS522_.jpg, https://m.media-amazon.com/images/I/41qmq34tPiL._SS522_.jpg, https://m.media-amazon.com/images/I/31EHSHeaOKL._SS522_.jpg","This ARTBUG Personalised Name / Name Customizable premium printed sipper bottle is made of high quality aluminum material, your cool and perfect companion for hydration on the go. It is light in weight thus making it very easy to carry around, its 600ml capacity is also sufficient to keep you hydrated for long time. This bottle is easy to carry, whether through the daily grind at the office, school, gym, hiking, cycling, outdoor picnic, or any other outdoor activity. This Stylish and convenient water bottle has a leak and spill proof cap and it is easy to carry using its Carabiner clip fitted on the bottle cap. Use it at your home or office, even your kids will love these. Can be used as an ideal Gift for Kids on Birthdays. Can also be used to give gift to your best friends, Girlfriend, Boyfriend, Father, Mother, Brother, Sister, Anniversary, Husband, Wife, Boss Kids, Children on any Occasion like Birthday, Friendship Day, Valentine Day, Mothers Day, Fathers Day, or as a Anniversary, Return or Festival Gift.","[{'Brand': '\u200eARTBUG'}, {'Color': '\u200eWhite'}, {'Included Components': '\u200ePrinted Name Water Bottle'}, {'Length': '\u200e8 Centimeters'}, {'Width': '\u200e8 Centimeters'}, {'Weight': '\u200e200 Grams'}, {'Material Type': '\u200eAluminum'}, {'Maximum Height Recommendation': '\u200e21 Centimetres'}, {'Number of Pieces': '\u200e1'}, {'Size': '\u200e3092 ml'}, {'Country of Origin': '\u200eIndia'}, {'ASIN': 'B0B563X9F5'}, {'Date First Available': '19 June 2022'}, {'Packer': 'ARTBUG, New Delhi'}, {'Item Dimensions LxWxH': '8 x 8 x 21 Centimeters'}, {'Net Quantity': '1.00 count'}]","Sports, Fitness & Outdoors",Accessories,Water Bottles & Shakers,,"Sports, Fitness & Outdoors | Accessories | Water Bottles & Shakers"
https://www.amazon.in/dp/0554317621,0554317621,The Adventures of Joel Pepper,[],"1,745.00",INR,In stock.,"by               
        Margaret Sidney  (Author)    › Visit Amazon's Margaret Sidney Page   Find all the books, read about the author, and more.   See search results for this author        Margaret Sidney   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41IyGVyfFQL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/319kS9h2+QL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/3642219705,3642219705,"Progress in Cryptology -- AFRICACRYPT 2011: 4th International Conference on Cryptology in Africa, Dakar, Senegal, July 5-7, 2011, Proceedings",[],,,,,,"https://images-na.ssl-images-amazon.com/images/I/415e0+vTU3L._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/51G9Drjtd7L._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/B094T5KCGN,B094T5KCGN,Large Print Sudoku Puzzle Book For Adults: 200 Mixed Sudoku Puzzles For Adults: Sudoku Puzzles for Adults - Easy Medium and Hard Large Print Puzzle Book For Adults - Vol 3,[],"1,081.00",INR,Usually dispatched in 13 to 14 days.,"by               
F K Farina Publishing 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51OZU7YBoTS._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/11AQ+EFdEaS._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/3930965445,3930965445,Der Corona Code oder das Spiel mit der Freiheit: Gedanken - Fakten - Stimmen / Essay einer Aufarbeitung,[],983.00,INR,In stock.,"German Edition        
	   by               
Pane Demic 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41p2CUSmS1L.jpg, https://images-na.ssl-images-amazon.com/images/I/410oPqgLxoL.jpg",,[],Books,Higher Education Textbooks,Social Sciences,,Books | Higher Education Textbooks | Social Sciences
https://www.amazon.in/dp/0751577944,0751577944,"THE COVEN: For fans of Vox, The Power and A Discovery of Witches",[],,,,"by               
        Lizzie Fry  (Author)    › Visit Amazon's Lizzie Fry Page   Find all the books, read about the author, and more.   See search results for this author        Lizzie Fry   
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41XaoRR5CzL._SS522_.jpg,,[],Books,Religion & Spirituality,New Age & Spirituality,,Books | Religion & Spirituality | New Age & Spirituality
https://www.amazon.in/dp/1087213886,1087213886,El Día del Área 51,[],"2,515.00",INR,Usually dispatched in 13 to 14 days.,"Spanish Edition        
	   by               
Leonardo Gudino 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41IYB-rjWoL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41TuHVsJNML._SS522_.jpg",,[],Books,Science Fiction & Fantasy,Horror,,Books | Science Fiction & Fantasy | Horror
https://www.amazon.in/dp/B088S6QTR4,B088S6QTR4,LEGO-MOC INSTRUCTION:: DISPLAY BASE FOR MINIFIGURES SERIES: CYCLOPS - SERIES 9,[],,,,"by               
        Anh Doan  (Author)    › Visit Amazon's Anh Doan Page   Find all the books, read about the author, and more.   See search results for this author        Anh Doan   
(Author) 
  Format: Kindle Edition",,https://m.media-amazon.com/images/I/414Hc3nNEwL._SS522_.jpg,,[],Kindle Store,Kindle eBooks,"Crafts, Home & Lifestyle",,"Kindle Store | Kindle eBooks | Crafts, Home & Lifestyle"
https://www.amazon.in/dp/9462369208,9462369208,The Role of Courts in Contemporary Legal Orders,[],"14,653.00",INR,In stock.,"by               
Martin Belov 
(Editor)",,"https://images-na.ssl-images-amazon.com/images/W/WEBPjpg, https://images-na.ssl-images-amazon.com/images/W/WEBPjpg",,[],Books,Higher Education Textbooks,Law,,Books | Higher Education Textbooks | Law
https://www.amazon.in/dp/0986077186,0986077186,Dead Eagles,[],"2,451.00",INR,Usually dispatched in 13 to 14 days.,"by               
        Phil Ward  (Author)    › Visit Amazon's Phil Ward Page   Find all the books, read about the author, and more.   See search results for this author        Phil Ward   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/419tF476ifL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/51paYqK3cgL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/0266625762,0266625762,"Cours d'Etudes Historiques, Vol. 14 (Classic Reprint)",[],"3,474.00",INR,Usually dispatched in 6 to 10 days.,"French Edition        
	   by               
Pierre Claude Francois Daunou 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51wX46lhzBL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41pryY6zBFL._SS522_.jpg",,[],Books,History,Ancient,,Books | History | Ancient
https://www.amazon.in/dp/B08MVC53TW,B08MVC53TW,"Comparative Renewables Policy: Political, Organizational and European Fields (Routledge Studies on the Governance of Sustainability in Europe)",[],0.00,INR,,"by             
Elin Lerum Boasson 
(Editor),  


Merethe Dotterud Leiren 
(Editor),  


Jørgen Wettestad 
(Editor) 


& 
                 0
                 More   Format: Kindle Edition",,https://m.media-amazon.com/images/W/WEBPjpg,,[],Kindle Store,Kindle eBooks,Politics,,Kindle Store | Kindle eBooks | Politics
https://www.amazon.in/dp/1099638224,1099638224,"Peace The Pathway For Conflict Resolution, Self-Realization & National Transformation & Development.: Since We Have Department of Defense, We Should Also Have A Department Of Peace.",[],"1,219.00",INR,Usually dispatched in 13 to 14 days.,"by               
Damian Chukwurah Amazu 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51Z4DFGh9QL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/515HV1PoWOL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/B0BB268C5P,B0BB268C5P,Plastic Lace Projects Crochet Tutorial: Easy and Detail Guideline To Make Plastic Lace Projects,[],,,,"by               
Alberto Calienes 
(Author) 
  Format: Kindle Edition",,https://m.media-amazon.com/images/I/51VENOx0UkL._SS522_.jpg,,[],Kindle Store,Kindle eBooks,"Crafts, Home & Lifestyle",,"Kindle Store | Kindle eBooks | Crafts, Home & Lifestyle"
https://www.amazon.in/dp/B093G1XFPG,B093G1XFPG,Cyruss Olive and Connecter Insert for Hydraulic Disc Brake Hose BH59-BH96,[],,,Currently unavailable.    We don't know when or if this item will be back in stock.,Brand: Cyruss,"Genuine Component Part | Fits for BH96, BH63, BH62, BH59 | Clamping Olive and Connector Hose Bard Insert for Hydraulic Brake Hose","https://m.media-amazon.com/images/I/41aTe6Y5gJL._SS522_.jpg, https://m.media-amazon.com/images/I/41grjyxL6pL._SS522_.jpg, https://m.media-amazon.com/images/I/41hoP0AKq8L._SS522_.jpg, https://m.media-amazon.com/images/I/41T1txa3VsL._SS522_.jpg","Description:Genuine Component PartFits for BH96, BH63, BH62, BH59Clamping Olive and Connector Hose Bard Insert for Hydraulic Brake HoseSpecification:Material: BrassT Head Needle Size: Length Approx.13.5mm / 0.53inchPressing Ring Size: Length Approx. 6mm / 0.23inch, Inner Dia. Approx. 5.5m / 0.21mm1 Pair Include: 1pc pressing ring and 1pc T head needlePackage Includes:4 Pair Olive and Connecter Insert","[{'Brand': '\u200eCyruss'}, {'Color': '\u200eGold'}, {'Included Components': '\u200eAs described'}, {'Material Type': '\u200eOthers'}, {'Size': '\u200eas described'}, {'Manufacturer': '\u200eCyruss'}, {'ASIN': 'B093G1XFPG'}, {'Date First Available': '11 December 2018'}, {'Manufacturer': 'Cyruss, Creationist gurugram'}, {'Item Weight': '11 g'}, {'Item Dimensions LxWxH': '35.18 x 35.23 x 35.13 Meters'}, {'Generic Name': 'Cycling'}]","Sports, Fitness & Outdoors",Cycling,Components & Parts,Brake Parts,"Sports, Fitness & Outdoors | Cycling | Components & Parts | Brake Parts | Pads"
https://www.amazon.in/dp/1736325663,1736325663,Daria's Duke,[],536.00,INR,In stock.,"by               
        Linda Shenton Matchett  (Author)    › Visit Amazon's Linda Shenton Matchett Page   Find all the books, read about the author, and more.   See search results for this author        Linda Shenton Matchett   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51jrxPa8INL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/51rLcz0aIhL._SS522_.jpg",,[],Books,Literature & Fiction,Religious & Spiritual Fiction,,Books | Literature & Fiction | Religious & Spiritual Fiction
https://www.amazon.in/dp/9505273657,9505273657,"Habeas Data: Doctrina, Legislacion, Jurisprudencia, Aspectos Praticos",[],,,,"Spanish Edition        
	   by               
Maria Eugenia Slaibe 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41-tWshP6HL.jpg,,[],Books,Higher Education Textbooks,Law,,Books | Higher Education Textbooks | Law
https://www.amazon.in/dp/3540416668,3540416668,Quantum Information: An Introduction to Basic Theoretical Concepts and Experiments (Springer Tracts in Modern Physics),[],,,,"by             
Gernot Alber 
(Author),  


Thomas Beth 
(Author),  


Michal Horodecki 
(Author),  


Pawel Horodecki 
(Author),  


Ryszard Horodecki 
(Author),  


Martin Rötteler 
(Author),  


Harald Weinfurter 
(Author),  


Reinhard Werner 
(Author),  


Anton Zeilinger 
(Author) 


& 
                 6
                 More",,https://images-na.ssl-images-amazon.com/images/I/41g5sBSBq9L._SS522_.jpg,,[],Books,Higher Education Textbooks,Medicine & Health Sciences,,Books | Higher Education Textbooks | Medicine & Health Sciences
https://www.amazon.in/dp/B09H6YHT77,B09H6YHT77,VMS INDIA 10Pcs Cycling Bike Cable C-Clips Buckles Housing Hose Guides Ties Blue,[],526.00,INR,Usually dispatched in 4 to 5 days.,Brand: VMS INDIA,Kindly refer the product description before buying the product. | Make your cables of bike or cords in neat. | C-clip cable guides for MTB BMX Road bike and Folding bike etc. | Hook 5mm inside 9mm width 6mm | A little hard to install but not easy to fall off firm and safety.,https://m.media-amazon.com/images/I/41z4CNubEGL._SS522_.jpg,"Description:Make your cables of bike or cords in neat.C-clip cable guides for MTB, BMX, Road bike and Folding bike etc.Hook 5mm, inside 9mm, width 6mmA little hard to install, but not easy to fall off, firm and safety.Recommed 4 to 6 pieces for one bikeSpecification:Material: Aluminum AlloySize: Approx. 12 x 9mm / 0.5 x 0.3 inchColor: Black, Red, Blue, Golden, Silvery, Titanium, Green (Optional)Package Includes:10 Pieces Bike Cable C-Clips Buckles","[{'Brand': '\u200eVMS INDIA'}, {'Color': '\u200eAs per images'}, {'fill material type': '\u200eCables & Housing'}, {'Included Components': '\u200e10 Pieces Bike Cable C-Clips Buckles'}, {'Material Type': '\u200eAluminum Alloy'}, {'Number of Pieces': '\u200e10'}, {'Size': '\u200e12 x 9mm / 05 x 03 inch'}, {'Team': '\u200eCables & Housing'}, {'Manufacturer': '\u200eVMS INDIA'}, {'Country of Origin': '\u200eHong Kong'}, {'ASIN': 'B09H6YHT77'}, {'Date First Available': '27 September 2021'}, {'Manufacturer': 'VMS INDIA'}, {'Item Weight': '200 g'}, {'Item Dimensions LxWxH': '15 x 10 x 15 Centimeters'}, {'Generic Name': 'Cables & Housing'}]","Sports, Fitness & Outdoors",Cycling,Components & Parts,Cables,"Sports, Fitness & Outdoors | Cycling | Components & Parts | Cables"
https://www.amazon.in/dp/B094ZL8BKY,B094ZL8BKY,Large Print Sudoku Puzzle Book For Adults: 200 Mixed Sudoku Puzzles For Adults: Sudoku Puzzles for Adults Easy Medium and Hard Large Print Puzzle Book For Adults - Vol 21,[],"1,156.00",INR,Usually dispatched in 13 to 14 days.,"by               
F K Farina Publishing 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51ha-61xgNS._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/11CFZhDdTwS._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/0266519318,0266519318,"South Sea Yarns, Vol. 2 (Classic Reprint)",[],"1,578.00",INR,In stock.,"by               
Robert Louis Stevenson 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41LfCUA3FmL._SS522_.jpg,,[],Books,Literature & Fiction,Classic Fiction,,Books | Literature & Fiction | Classic Fiction
https://www.amazon.in/dp/1859844928,1859844928,Redistribution or Recognition?: A Political-Philosophical Exchange,[],946.00,INR,In stock.,"by             
        Nancy Fraser  (Author)    › Visit Amazon's Nancy Fraser Page   Find all the books, read about the author, and more.   See search results for this author        Nancy Fraser   
(Author),  


Axel Honneth 
(Author),  


Joel Golb 
(Translator),  


James Ingram 
(Translator),  


Christiane Wilke 
(Translator) 


& 
                 2
                 More",,"https://images-na.ssl-images-amazon.com/images/W/WEBPjpg, https://images-na.ssl-images-amazon.com/images/W/WEBPjpg, https://images-na.ssl-images-amazon.com/images/W/WEBPjpg",,[],Books,Politics,Political Theory,,Books | Politics | Political Theory
https://www.amazon.in/dp/0331686864,0331686864,"Le Vaisseau Fantome, Vol. 1 (Classic Reprint)",[],"2,925.00",INR,Usually dispatched in 6 to 10 days.,"French Edition        
	   by               
Captain Frederick Marryat 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41plopwZaOL._SS522_.jpg,,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/B08L2MYHLQ,B08L2MYHLQ,Family Happenstances . A guide to Sexual adulthood,[],758.00,INR,Usually dispatched in 13 to 14 days.,"by               
        Sumant Barooah  (Author)    › Visit Amazon's Sumant Barooah Page   Find all the books, read about the author, and more.   See search results for this author        Sumant Barooah   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/31lZxR93AAL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41vX8J-kIWL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/1409183556,1409183556,A WEDDING AT THE BEACH HUT: The feel-good read of the summer from the Sunday Times top-ten bestselling author,[],100.00,INR,Only 1 left in stock.,"by               
        Veronica Henry  (Author)    › Visit Amazon's Veronica Henry Page   Find all the books, read about the author, and more.   See search results for this author        Veronica Henry   
(Author)",,https://images-na.ssl-images-amazon.com/images/I/51IizcOTXhL._SS522_.jpg,,[],Books,"Crafts, Hobbies & Home",Lifestyle & Personal Style Guides,,"Books | Crafts, Hobbies & Home | Lifestyle & Personal Style Guides"
https://www.amazon.in/dp/1715829883,1715829883,Open Mic Nights - an enduring phenomenon,[],"2,678.00",INR,In stock.,"by               
B E C Imagery 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/31puaY3g2kL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/21JrFK-140L._SS522_.jpg",,[],Books,Higher Education Textbooks,Humanities,,Books | Higher Education Textbooks | Humanities
https://www.amazon.in/dp/0241390176,0241390176,Actiphons Level 1 Book 9 Gordon Golfer: Learn phonics and get active with Actiphons!,[],225.00,INR,Only 1 left in stock.,"by               
Ladybird 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51bsUaJjp6L._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/5194v7F6hGL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41v8+oMCGIL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/419zNdIcejL._SS522_.jpg",,[],Books,Children's & Young Adult,Early Learning,,Books | Children's & Young Adult | Early Learning
https://www.amazon.in/dp/1430223758,1430223758,Foundation Joomla!,[],681.08,INR,In stock.,"by               
        Bintu Harwani  (Author)    › Visit Amazon's Bintu Harwani Page   Find all the books, read about the author, and more.   See search results for this author        Bintu Harwani   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51hOWG4a4OL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/516JF50r3QL._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/9389812798,9389812798,Muslim Rule in Medieval India: Power and Religion in the Delhi Sultanate,[],514.00,INR,Only 1 left in stock.,"by               
Fouzia Farooq Ahmed 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41ftI7quxkL._SS522_.jpg,,[],Books,Higher Education Textbooks,Social Sciences,,Books | Higher Education Textbooks | Social Sciences
https://www.amazon.in/dp/B08GG5HCBF,B08GG5HCBF,"Competition Act, 2002 alongwith Rules and Regulations as amended by General Regulations 2020",[],203.00,INR,In stock.,"by               
Professional's 
(Author)",,"https://images-na.ssl-images-amazon.com/images/W/WEBPjpg, https://images-na.ssl-images-amazon.com/images/W/WEBPjpg",,[],Books,Higher Education Textbooks,Law,,Books | Higher Education Textbooks | Law
https://www.amazon.in/dp/B073TXY696,B073TXY696,In Tamil - Juvenile Justice (Care and Protection of Children) Act - Bare Act - Jeywin,[],200.00,INR,In stock.,"Tamil Edition        
	   by               
Tamil Nadu Police Academy V. Sithannan, B.Sc., M.L., CC & IS., formerly Principal 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41fgMsfwA+L.jpg,,[],Books,Higher Education Textbooks,Law,,Books | Higher Education Textbooks | Law
https://www.amazon.in/dp/1483667995,1483667995,Wake Up to the Dawn,[],"1,194.00",INR,In stock.,"by               
Ronald C Beach/Lee W Pitts 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51j9ynj7RVL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/51KnXurC9uL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/151914458X,151914458X,"Complete Technical Bim Project Using Autodesk Revit: Architecture, Structure, Mep",[],"3,761.00",INR,,"by               
Mohammad Imtaar 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/5136nwAqLeL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/61YRWLux16L._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/1844077330,1844077330,"Tourism Development and the Environment: Beyond Sustainability? (Tourism, Environment and Development Series)",[],"3,133.00",INR,In stock.,"by               
        Richard Sharpley  (Author)    › Visit Amazon's Richard Sharpley Page   Find all the books, read about the author, and more.   See search results for this author        Richard Sharpley   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/415caIkRJQL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Pm3IcKTQL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/31wznXSB4JL._SS522_.jpg",,[],Books,Business & Economics,Economics,,Books | Business & Economics | Economics
https://www.amazon.in/dp/0141018887,0141018887,The Social Contract (Penguin Great Ideas),[],250.00,INR,In stock.,"by               
        Jean-Jacques Rousseau  (Author)    › Visit Amazon's Jean-Jacques Rousseau Page   Find all the books, read about the author, and more.   See search results for this author        Jean-Jacques Rousseau   
(Author)",,https://images-na.ssl-images-amazon.com/images/W/WEBPjpg,,[],Books,Politics,Political Theory,,Books | Politics | Political Theory
https://www.amazon.in/dp/0596802692,0596802692,TopCoder Cookbook,[],,,,"by               
Topcoder Inc. Topcoder 
(Author)",,https://images-na.ssl-images-amazon.com/images/I/51nj-ZuOc0L._SS522_.jpg,,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
https://www.amazon.in/dp/1692067117,1692067117,"Pilot Logbook - Eat Sleep Fly Repeat: Pilot Journal, Booklet or Diary, Pilot gifts for men women, Pilot Notebook, Funny Pilot gifts aviation",[],,,,"by               
Icon Books 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41sMjuZz-JL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/21iivokSjVL._SS522_.jpg",,[],Books,"Crafts, Hobbies & Home",Antiques & Collectables,,"Books | Crafts, Hobbies & Home | Antiques & Collectables"
https://www.amazon.in/dp/9354044220,9354044220,Way of the Lawless,[],779.00,INR,In stock.,"by               
Max Brand 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/31BHCbqw0LL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41PSa3r5-yL._SS522_.jpg",,[],Books,Literature & Fiction,Classic Fiction,,Books | Literature & Fiction | Classic Fiction
https://www.amazon.in/dp/1539807088,1539807088,L'orange D'israël,[],,,,"French Edition        
	   by               
Francis Yan Barel 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51BheepNFrL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/513-ValWqIL._SS522_.jpg",,[],Books,Action & Adventure,,,Books | Action & Adventure
https://www.amazon.in/dp/1943258635,1943258635,Cooper's Hawk: The Remembering: 1,[],828.00,INR,In stock.,"by               
Tracy Crow 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51RjU2H5PLL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41AknvkEykL._SS522_.jpg",,[],Books,Literature & Fiction,Contemporary Fiction,,Books | Literature & Fiction | Contemporary Fiction
https://www.amazon.in/dp/4867451975,4867451975,Sentinel Five: 2 (Redaction Chronicles),[],"1,356.00",INR,In stock.,"by               
        James Quinn  (Author)    › Visit Amazon's James Quinn Page   Find all the books, read about the author, and more.   See search results for this author        James Quinn   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41afeex3D0L._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/51DUcNarx1L._SS522_.jpg",,[],Books,"Crime, Thriller & Mystery",Thrillers and Suspense,,"Books | Crime, Thriller & Mystery | Thrillers and Suspense"
https://www.amazon.in/dp/0007198779,0007198779,The Last Shot,[],"1,316.00",INR,Usually dispatched in 1 to 3 weeks.,"by               
Hugo Hamilton 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/51KMCU4OzNL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/516-u+KdCWL._SS522_.jpg",,[],Books,Literature & Fiction,Contemporary Fiction,,Books | Literature & Fiction | Contemporary Fiction
https://www.amazon.in/dp/0440124344,0440124344,Family Album: A Novel,[],700.00,INR,Usually dispatched in 2 to 3 weeks.,"by               
        Danielle Steel  (Author)    › Visit Amazon's Danielle Steel Page   Find all the books, read about the author, and more.   See search results for this author        Danielle Steel   
(Author)",,https://images-na.ssl-images-amazon.com/images/I/41+oYhO5XvL._SS522_.jpg,,[],Books,Literature & Fiction,Contemporary Fiction,,Books | Literature & Fiction | Contemporary Fiction
https://www.amazon.in/dp/1714248712,1714248712,Edison's Conquest of Mars (Esprios Classics),[],"1,799.00",INR,In stock.,"by               
Garrett P Serviss 
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41Q1eMDH8SL._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/312Qgu-5KjL._SS522_.jpg",,[],Books,Science Fiction & Fantasy,Fantasy,,Books | Science Fiction & Fantasy | Fantasy
https://www.amazon.in/dp/0143116533,0143116533,The Piano Teacher: A Novel,[],699.00,INR,,"by               
        Janice Y. K. Lee  (Author)    › Visit Amazon's Janice Y. K. Lee Page   Find all the books, read about the author, and more.   See search results for this author        Janice Y. K. Lee   
(Author)",,https://images-na.ssl-images-amazon.com/images/I/51TFcah4VML._SS522_.jpg,,[],Books,Literature & Fiction,Contemporary Fiction,,Books | Literature & Fiction | Contemporary Fiction
https://www.amazon.in/dp/B08S2P8KZ2,B08S2P8KZ2,"Python Programming for Beginners - Book 3: Master Python Iterators, Generators & Scripting Blender While Unlocking the Huge Potential of Regular ... Analysis Libraries (Your Python Best Friend)",[],,,,"by               
        Martin Evans  (Author)    › Visit Amazon's Martin Evans Page   Find all the books, read about the author, and more.   See search results for this author        Martin Evans   
(Author)",,"https://images-na.ssl-images-amazon.com/images/I/41JGONjg02L._SS522_.jpg, https://images-na.ssl-images-amazon.com/images/I/41J0RMnLU1L._SS522_.jpg",,[],Books,Computers & Internet,Programming & Software Development,,Books | Computers & Internet | Programming & Software Development
